ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02085936_24464,275,"My dog is a male small Maltese puppy I want to arrange a playdate for my puppy it is very playful ,friendly and have a good behaviour with other pets and also behave well with strangers love to play outside.love to go for small walks. we live near anuradhapura.small white puppy with a chain siting on a woman's lap.",,Maltese,male,puppy,small,playdate
n02085936_25908,276,"I would like to arrange a playdate for my female small size Maltese puppy it is very playful,active ,energetic and have a good behaviour with other pets and behave well with strangers love to go for walks. we live in kandy.small white puppy siting on a woman",,Maltese,female,puppy,small,playdate
n02086240_9,277,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near colombo.small brown & white puppy resting his head on a pillow.",,Shih Tzu,female,puppy,small,playdate
n02086240_46,278,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near gampha.ah & white dog siting on a brown tiled floor",,Shih Tzu,male,puppy,small,playdate
n02086240_61,279,"I have a female medium size adult Shih Tzu dog I would like to find a matching playdate partner for my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kurunegala.a woman is holding the dog.",,Shih Tzu,female,adult,medium,crossing
n02086240_110,280,"my dog is a male small shih tzu puppy I want to arrannge a crossing partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near galle.brown puppy laying on the floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_126,281,I want to arrange a playdate partner for my female small size  shih tzu puppy it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near kegalle.small black & white puppy standing on a ground.,,Shih Tzu,female,puppy,small,playdate
n02086240_134,282,"I would like to arrange a playdate for my  male small shih tzu puppy.it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids.love to go for small walks. we live near vauniya.white dog standing on a white tiled floor.",,Shih Tzu,male,puppy,small,playdate
n02086240_135,283,"I have a male medium size adult Shih Tzu dog I would like to find a matching  crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near ampara.black & white dog siting on a brown floor",,Shih Tzu,male,adult,medium,crossing
n02086240_254,284,"my dog is a female small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near matale.white & brown puppy siting on a chair.",,Shih Tzu,female,puppy,small,playdate
n02086240_272,285,"I want to arrange a playdate for my male small size  shih tzu puppy. it is very active ,playful and friendly dog and also behave well with strangers and mix with other dogs love to play with kids kids.we live near galle.ash color dog siting neara red flower pot.",,Shih Tzu,male,puppy,small,playdate
n02086240_415,286,"I have a female small size  Shih Tzu puppy I would like to find a matching playdate partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near kalutara.brown color puppy siting on a ground.",,Shih Tzu,female,puppy,small,playdate
n02086240_447,287,"my dog is a male small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near kalutara.white & black dog standing on a ground.",,Shih Tzu,male,puppy,small,playdate
n02086240_457,288,I want to arrange a crossing partner for my male medium size adult shih tzu dog it is very active playful and friendly dog and also behave well with strangers and mix with other dogs good around kids.we live near kandy.brown dog sitinng on a chair near a lady.,,Shih Tzu,male,adult,medium,crossing
n02086240_533,289,"I have a female medium size adult Shih Tzu dog I would like to find a matching crossing partner for  my dog .it is playful ,calm and friendly with strangers and polite with other dogs love toplay with kids we live near matara.black & white dog siting on a floor.",,Shih Tzu,female,adult,medium,crossing
n02086240_599,290,"my dog is a female small shih tzu puppy I want to arrannge a playdate partner for my dog it is playful ,calm and friendly with strangers and polite with other dogs love to play with kids we live near hambanthota.small black & white dog siting on a green grass ground",,Shih Tzu,female,puppy,small,playdate
